HHNR,age,dl_car,dl_moto,park_work_car,park_work_moto,park_work_bike,work_home_perc,height,weight,rdist_sum,rdist_sum_Inland,n_stops,n_trips,travel_times,dist_softmodes,dist_car,dist_pt,dist_other,n_work_trips,n_edu_trips,n_shopping_trips,n_business_trips,n_leisure_trips,n_service_trips,job_x_CH1903,job_y_CH1903,hh_x_ch1903,hh_y_ch1903,hh_size,n_cars_hh,n_moto_hh,n_s_moto_hh,n_mopeds_hh,n_bike_hh,n_ebike_s_hh,n_ebike_f_hh,job_location_city,job_location_popsize_500000_plus,job_location_popsize_200000_500000,job_location_popsize_100000_200000,job_location_popsize_50000_100000,job_location_popsize_50000_minus,job_location_popsize_no_agglo,is_bike_avail,is_small_moped_avail,is_moped_avail,is_moto_avail,is_car_avail,work_sched_fully_fixed,work_sched_fixed_daily_blocks,work_sched_fixed_weekly_monthly,work_sched_fully_flex,ptsub_regional,ptsub_parcours,ptsub_other,ptsub_ht,ptsub_track_sev,ptsub_ga_first,ptsub_ga_second,can_walk_alone,single,married,widowed,divorced,registered_partnership,male,self_employed_with_employees,self_employed_without_employees,employed_by_family,employee_management,employee_with_supervision,employee_without_supervision,compulsory_education,secondary_education,tertiary_education,full_time,part_time,swiss,hh_location_city,hh_location_popsize_500000_plus,hh_location_popsize_200000_500000,hh_location_popsize_100000_200000,hh_location_popsize_50000_100000,hh_location_popsize_50000_minus,hh_location_popsize_no_agglo,pt_access_A,pt_access_B,pt_access_C,pt_access_D,single_household,couple_without_children,couple_with_children,single_parent,non_family_household,hh_income_2000_minus,hh_income_2000_4000,hh_income_4000_6000,hh_income_6000_8000,hh_income_8000_10000,hh_income_10000_12000,hh_income_12000_14000,hh_income_14000_16000,hh_income_16000_plus,work_home_crow_dist,car_net_distance,accsib_car,accsib_pt,accsib_mul,work_home_days
393818,48,1,0,0,0,0,5,172,79,131.22660643,131.22660643,16,6,187,3.48960643,4.585,123.152,0.0,2,0,1,2,1,0,599761,198832,611234,223572,3,1,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27.270814600961224,29.906,886839.54,1030309.01,1220594.82,1
308048,42,1,1,1,0,0,15,176,75,11.8868662,11.8868662,5,5,282,11.8868662,0.0,0.0,0.0,0,0,1,0,4,0,536501,151846,500703,118606,4,1,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,48.85073596170277,57.804,520415.77,592564.86,747866.64,1
159374,51,1,1,1,0,0,0,165,85,20.674190283435102,20.674190283435102,10,10,116,3.34019028343512,17.334,0.0,0.0,4,1,1,1,1,2,499436,119522,500270,122326,4,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.9254011690706623,7.256,635623.93,839979.42,998100.96,0
316204,41,1,1,1,0,0,10,172,107,65.847,65.847,2,2,90,0.0,65.847,0.0,0.0,2,0,0,0,0,0,664174,209538,657437,233252,4,2,2,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24.652402824065646,35.913,354247.87,444421.59,601858.99,1
335590,24,1,0,1,0,0,30,174,73,68.6131116,68.6131116,6,4,100,1.0321116,67.581,0.0,0.0,2,0,0,0,2,0,723537,119035,720564,115837,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.366455427460585,10.782,96016.64,120400.39,168855.19,2
142151,38,1,0,0,0,0,10,167,53,8.025,8.025,4,4,120,5.0,3.025,0.0,0.0,0,0,0,0,4,0,684152,248290,759260,191960,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,93.88440000340844,87.659,872681.86,979675.4,1350287.13,1
303862,25,1,1,1,0,0,1,185,105,360.355,360.355,6,4,402,6.8,353.555,0.0,0.0,0,0,0,0,4,0,668306,242826,665420,250704,2,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.389986889143511,13.296,206267.12,76259.11,264147.09,1
103484,51,1,0,0,0,0,20,152,61,0.4,0.4,2,2,10,0.4,0.0,0.0,0.0,0,0,2,0,0,0,634736,244396,587256,221409,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,52.751801571131196,56.666,400420.27,468963.48,617456.68,1
314082,48,1,1,1,0,0,15,179,67,212.271,212.271,4,4,210,0.0,212.271,0.0,0.0,0,0,0,3,1,0,609517,215977,561174,209045,4,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48.837467921668505,65.977,160007.7,99985.55,219625.32,1
344353,51,1,1,1,0,0,5,158,70,41.591,41.591,4,3,93,0.0,41.591,0.0,0.0,2,0,1,0,0,0,696425,261517,714776,262550,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18.380051414509154,23.617,520464.9,713945.61,884737.83,1
348667,40,1,0,1,0,0,5,160,55,187.508,187.508,6,5,135,0.625,186.883,0.0,0.0,0,0,0,0,5,0,499223,114124,497011,115042,4,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.394925468568907,8.477,373770.12,412623.34,563780.67,1
332851,49,1,1,0,0,0,20,170,66,26.244,26.244,8,6,140,2.0,24.244,0.0,0.0,3,0,0,0,3,0,499537,117462,501096,116159,4,3,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.031819381736477,8.161,1106844.14,1292524.68,1431142.37,1
313153,52,1,1,1,0,0,10,179,73,8267.136999999999,25.937,1,1,60,0.0,0.0,0.0,25.937,0,0,0,1,0,0,682815,246028,695951,234053,3,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.775126469310983,35.918,942608.12,1080279.62,1393422.38,1
180497,44,1,0,1,0,0,10,178,72,123.895,123.895,3,3,120,0.0,123.895,0.0,0.0,3,0,0,0,0,0,497881,119524,532989,153565,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,48.90154747040221,54.069,441281.32,609803.98,774586.35,1
119045,72,1,1,1,0,0,30,178,83,133.775,133.775,2,2,150,2.0,131.775,0.0,0.0,0,0,0,0,2,0,611636,266921,611847,264725,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.206113551021343,8.266,1001782.91,1266524.99,1449356.54,2
387085,36,1,0,0,0,0,5,180,74,2.5,2.5,2,2,21,2.5,0.0,0.0,0.0,2,0,0,0,0,0,561268,204513,561355,205088,4,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5815444952881937,3.385,325424.81,419278.57,484243.78,1
194637,50,1,0,1,0,0,40,165,58,77.798,77.798,3,3,70,0.0,77.798,0.0,0.0,2,0,1,0,0,0,534447,155429,505727,143677,5,4,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,31.031401901944424,42.222,252640.68,174136.95,347325.21,2
186524,41,1,0,0,0,0,0,180,83,59.309,59.309,6,4,150,9.0,50.309,0.0,0.0,0,0,2,0,2,0,684751,252341,704512,236257,4,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25.479249930090173,35.625,767044.13,870197.09,1179849.93,0
392000,46,1,0,0,0,0,50,187,95,218.967,218.967,4,2,180,10.0,0.0,0.0,208.967,0,0,0,2,0,0,537963,152675,536118,156849,4,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.563584227337104,9.882,912486.19,1152181.29,1289879.14,3
189272,55,0,0,0,0,0,15,186,86,6.3,6.3,5,5,31,6.3,0.0,0.0,0.0,3,0,2,0,0,0,609131,260442,609808,259744,2,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9723852117345265,1.368,250514.53,274879.79,439271.96,1
170541,45,1,1,0,0,0,10,185,78,11.726,11.726,6,2,320,9.0,0.0,2.7260000000000004,0.0,0,0,0,0,2,0,709735,268326,689188,284973,4,2,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26.44431541938645,36.935,323278.71,461355.93,585790.03,1
422305,45,1,1,1,0,0,80,187,91,80.131,80.131,4,4,110,0.0,80.131,0.0,0.0,2,1,0,0,1,0,682546,226382,576208,252958,5,2,1,0,1,4,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,109.60864026161443,127.561,340789.4,377632.81,514090.68,4
118618,55,1,1,1,0,0,80,178,75,21.94,21.94,9,3,144,10.8,0.0,11.14,0.0,0,0,0,2,1,0,681302,249706,681302,249706,2,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.494,958485.99,1115114.73,1430008.05,4
475966,54,1,1,1,0,0,100,180,83,0.4689672,0.4689672,2,2,4,0.4689672,0.0,0.0,0.0,0,0,0,2,0,0,530183,167167,530183,167167,5,5,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.564,127336.41,90734.71,180536.37,5
448519,44,1,0,1,0,0,30,160,52,20.399,20.399,4,4,30,0.0,20.399,0.0,0.0,0,0,0,0,4,0,551706,215809,553043,216856,2,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.698169013967691,3.661,168258.97,158316.91,225165.7,2
134334,54,1,1,0,0,0,5,162,50,14.6500829941657,14.6500829941657,9,9,120,7.75308299416571,6.897,0.0,0.0,2,0,4,0,3,0,635161,244673,635839,243514,4,1,0,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.3427453220920191,4.574,419652.8,582709.3,712924.37,1
181665,50,1,0,0,0,0,50,160,44,1.4,1.4,4,4,16,1.4,0.0,0.0,0.0,0,0,2,2,0,0,538218,152586,538217,152586,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0.557,906573.23,1123261.88,1258147.71,3
138486,44,1,0,1,0,0,10,175,71,8.812999999999999,8.812999999999999,4,4,40,0.0,8.812999999999999,0.0,0.0,2,0,1,0,0,1,499417,116353,498482,114831,4,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7862555808170342,7.493,926589.3,1089811.33,1214123.49,1
123556,67,1,1,1,0,0,90,177,80,63.97,63.97,6,5,245,0.0,48.97,0.0,15.0,0,0,2,0,3,0,688522,281949,688705,282537,3,1,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6158189669050476,1.329,205864.35,236331.1,327655.58,5
319532,41,1,0,0,0,0,10,179,85,51.975,51.975,7,5,110,1.7,50.275,0.0,0.0,3,0,1,0,1,0,679549,250245,666957,255379,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13.598397699729185,17.925,631548.23,729051.8,1105852.18,1
132150,38,1,0,1,0,0,5,177,70,184.066,184.066,3,2,240,2.2,181.866,0.0,0.0,0,0,0,0,2,0,567920,191591,559903,212552,4,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22.44183169886095,43.127,97287.52,51217.14,120732.04,1
114468,41,1,0,1,0,0,50,168,60,132.039,132.039,8,6,219,5.1,126.939,0.0,0.0,2,0,0,0,4,0,630660,170592,630362,170391,3,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.35945097023098993,0.886,125773.83,111026.8,158942.52,3
146830,45,1,1,0,0,0,20,174,74,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,498955,118806,498619,118651,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3700283772901749,2.871,835695.29,1070814.03,1202894.68,1
418493,31,1,0,0,0,0,0,193,85,10.844,10.844,6,2,40,1.6,0.0,9.244,0.0,2,0,0,0,0,0,681906,241600,682187,246022,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.430919204860319,9.26,355312.29,415543.19,646536.89,0
403343,68,1,1,1,0,0,100,175,85,7.447833599999999,7.447833599999999,7,7,151,7.447833599999999,0.0,0.0,0.0,0,0,3,0,4,0,501557,116260,501557,116260,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.968,592362.57,715052.99,865696.05,5
192619,58,1,0,1,0,0,30,171,78,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,622675,259064,619641,253410,2,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.416609073334606,11.629,286211.89,233863.6,385622.58,2
190685,39,1,0,0,0,0,5,167,60,20.547,20.547,6,5,55,0.0,20.547,0.0,0.0,0,0,2,0,3,0,648350,231874,648421,231824,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.08683893136145793,1.615,155231.83,78341.4,193450.04,1
458703,45,1,0,1,0,0,0,166,55,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,665784,210844,668951,211421,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.219133113122227,12.83,720138.17,785928.62,953733.42,0
144135,52,1,1,1,0,0,15,182,80,70.314,70.314,5,5,94,0.5,69.814,0.0,0.0,3,0,0,1,1,0,635802,245666,610579,234244,4,2,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27.688658562667857,42.498,228434.47,246628.99,387133.94,1
224067,58,1,1,0,0,0,30,183,65,97.748,97.748,10,4,179,5.9,0.0,91.848,0.0,4,0,0,0,0,0,725452,269632,729397,278528,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9.731487090881846,18.627,209360.12,240876.94,349904.89,2
435244,55,1,0,1,0,0,10,165,75,0.1,0.1,2,2,4,0.1,0.0,0.0,0.0,0,0,2,0,0,0,741569,217126,741569,217126,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6.268,29019.23,12622.42,41408.74,1
132179,52,1,0,1,0,0,20,172,95,6.062,6.062,6,6,21,0.0,6.062,0.0,0.0,1,0,3,0,2,0,762991,250720,762991,250720,5,2,0,0,2,7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.081,123236.65,121461.93,192436.71,1
308081,54,1,0,0,0,0,5,181,82,9.876,9.876,5,4,100,0.6,9.276,0.0,0.0,0,0,0,0,4,0,689950,283339,688779,285522,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4772424184968256,5.994,317277.54,359401.94,450784.23,1
325623,46,1,0,1,0,0,5,176,73,77.51299540000001,77.51299540000001,10,6,121,4.243395400000001,4.938,68.3316,0.0,3,0,1,0,2,0,682919,247840,706337,236175,2,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26.162472150009066,38.235,1559996.7,2342487.16,2648264.44,1
390489,40,1,0,1,0,0,80,180,60,25.233,25.233,7,6,128,13.4,11.833,0.0,0.0,0,0,5,0,1,0,658403,259229,658213,259285,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19808079159777206,2.482,333427.28,270130.78,466415.06,4
359626,35,1,0,0,0,0,60,170,65,0.4,0.4,1,1,30,0.4,0.0,0.0,0.0,0,0,0,0,1,0,571088,104474,576235,110850,5,2,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.194204354298227,13.681,122041.43,112528.27,164476.17,3
196839,55,1,0,1,0,0,5,177,84,269.91200000000003,269.91200000000003,5,4,229,0.0,269.91200000000003,0.0,0.0,3,0,0,0,0,0,679699,248862,678309,241016,3,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.968175198877093,20.299,1001658.11,1298386.01,1623256.58,1
116762,55,1,0,1,0,0,90,159,53,87.1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,501002,137391,501002,137391,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.774,83904.82,30739.72,105233.43,5
146452,62,1,0,0,0,0,0,171,70,18.4822748394673,18.4822748394673,7,4,95,1.74727483946733,8.792,7.943,0.0,0,0,2,0,0,2,702782,242321,703281,242898,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7628433653116478,2.593,327791.88,297990.1,481158.31,0
143190,53,1,0,1,0,0,0,166,78,28.581589385131103,28.581589385131103,11,8,236,6.993589385131121,21.588,0.0,0.0,1,0,0,0,7,0,693210,263733,695897,262424,2,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.9888877529944144,6.512,272119.51,251668.93,451317.8,0
