HHNR,age,dl_car,dl_moto,park_work_car,park_work_moto,park_work_bike,work_home,work_home_perc,height,weight,rdist_sum,rdist_sum_Inland,n_stops,n_trips,travel_times,dist_softmodes,dist_car,dist_pt,dist_other,n_work_trips,n_edu_trips,n_shopping_trips,n_business_trips,n_leisure_trips,n_service_trips,job_x_CH1903,job_y_CH1903,hh_x_ch1903,hh_y_ch1903,hh_size,n_cars_hh,n_moto_hh,n_s_moto_hh,n_mopeds_hh,n_bike_hh,n_ebike_s_hh,n_ebike_f_hh,job_abroad,job_location_city,job_location_popsize_500000_plus,job_location_popsize_200000_500000,job_location_popsize_100000_200000,job_location_popsize_50000_100000,job_location_popsize_50000_minus,job_location_popsize_no_agglo,is_bike_avail,is_small_moped_avail,is_moped_avail,is_moto_avail,is_car_avail,work_sched_fully_fixed,work_sched_fixed_daily_blocks,work_sched_fixed_weekly_monthly,work_sched_fully_flex,ptsub_regional,ptsub_parcours,ptsub_other,ptsub_ht,ptsub_track_sev,ptsub_ga_first,ptsub_ga_second,can_walk_alone,single,married,widowed,divorced,registered_partnership,dissolved_partnership,male,self_employed_with_employees,self_employed_without_employees,employed_by_family,employee_management,employee_with_supervision,employee_without_supervision,compulsory_education,secondary_education,tertiary_education,full_time,part_time,swiss,hh_location_city,hh_location_popsize_500000_plus,hh_location_popsize_200000_500000,hh_location_popsize_100000_200000,hh_location_popsize_50000_100000,hh_location_popsize_50000_minus,hh_location_popsize_no_agglo,pt_access_A,pt_access_B,pt_access_C,pt_access_D,single_household,couple_without_children,couple_with_children,single_parent,non_family_household,hh_income_2000_minus,hh_income_2000_4000,hh_income_4000_6000,hh_income_6000_8000,hh_income_8000_10000,hh_income_10000_12000,hh_income_12000_14000,hh_income_14000_16000,hh_income_16000_plus,work_home_crow_dist,can_work_from_home
229386,40,1,0,1,0,0,3,-99,160,60,115.60793,95.83,10,9,185,0.0,95.83,0.0,0.0,0,0,2,2,4,1,708883,115325,705166,114583,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.790336792423597,0
229448,23,1,1,1,0,0,3,-99,184,95,813.8157,4.66,1,1,2,0.0,4.66,0.0,0.0,0,0,0,0,1,0,499078,117966,496307,115488,4,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.717381470874357,0
229454,41,1,0,1,0,0,3,-99,160,59,50.092,50.092,4,4,70,0.0,50.092,0.0,0.0,4,0,0,0,0,0,567157,206805,558718,204322,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.79670449657143,0
229706,31,1,0,1,0,0,3,-99,149,52,45.798,45.798,4,4,145,0.0,45.798,0.0,0.0,2,0,0,0,0,2,506456,118974,502487,117445,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.253328343779727,0
229729,32,1,0,1,0,0,3,-99,170,84,17.772000000000002,17.772000000000002,5,3,31,0.06,17.712,0.0,0.0,0,0,1,0,2,0,606883,223592,605972,228614,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.103959737302009,0
229799,36,1,1,1,0,0,3,-99,175,120,44.102,44.102,7,7,102,0.0,44.102,0.0,0.0,0,0,2,0,5,0,590936,224314,586005,220242,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.394993745110311,0
229938,46,1,1,1,0,0,2,30,175,84,54.789,54.789,4,4,108,25.0,29.789,0.0,0.0,2,0,0,0,1,1,688378,255535,677287,254174,4,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.174193572692394,1
230014,60,1,0,0,0,0,3,-99,177,81,13.79,13.79,1,1,30,0.0,13.79,0.0,0.0,0,0,0,0,1,0,682497,247440,676468,258754,2,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.820118447190728,0
230017,38,1,0,0,0,0,3,-99,165,55,12.7801329,12.7801329,9,3,85,1.9451329,0.0,10.835,0.0,0,0,0,0,3,0,611350,266037,610484,268457,3,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.5702832528731148,0
230069,35,1,1,0,0,0,3,-99,173,72,37.11527405,37.11527405,12,4,80,2.37527405,0.0,34.74,0.0,3,0,0,0,1,0,682898,251971,683286,262657,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.693041662688874,0
230207,46,1,0,1,0,0,1,10,168,51,85.32600000000001,85.32600000000001,4,4,68,0.0,85.32600000000001,0.0,0.0,2,0,1,0,0,1,675421,222176,660866,190745,4,2,0,0,0,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,34.637491046552434,1
230242,24,1,0,1,0,0,3,-99,175,75,15.105,15.105,9,5,122,11.2,0.0,3.905,0.0,2,0,0,0,3,0,611944,265876,601314,259143,4,1,0,0,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12.582932448360358,0
230391,60,1,1,1,0,0,2,2,180,78,4.2,4.2,6,6,30,4.2,0.0,0.0,0.0,5,0,0,1,0,0,569360,109186,569278,109692,3,1,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5126012095186667,1
230396,53,0,0,0,0,0,3,-99,168,68,106.245,106.245,8,2,201,11.0,0.0,95.245,0.0,2,0,0,0,0,0,599136,199745,595416,226287,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26.80142093248043,0
230538,41,1,0,1,0,0,3,-99,168,68,54.027248,54.027248,8,6,265,17.024248,37.003,0.0,0.0,3,0,1,0,2,0,720008,114383,728827,121993,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.64847032875991,0
230649,40,0,0,0,0,0,1,50,165,65,29.463,29.463,7,2,130,2.6,0.0,26.863000000000003,0.0,2,0,0,0,0,0,691208,236675,691208,236675,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1
230794,41,1,0,0,0,0,2,10,193,130,75.06746,75.06746,5,4,115,0.0,75.06746,0.0,0.0,0,0,1,0,3,0,673866,249478,710709,267251,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40.90582083273724,1
230800,61,1,1,1,0,0,3,-99,178,97,14.552,14.552,8,4,40,0.0,14.552,0.0,0.0,2,0,1,0,0,0,599066,200511,596566,201943,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.8810803529231874,0
230822,64,1,1,1,0,0,3,-99,183,79,21.058000000000003,21.058000000000003,4,4,52,0.0,21.058000000000003,0.0,0.0,3,0,0,0,1,0,569288,163907,571683,161630,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.304656411792306,0
230837,55,1,0,1,0,0,1,100,160,85,82.51799999999999,82.51799999999999,4,4,80,0.0,82.51799999999999,0.0,0.0,0,0,2,0,2,0,666793,221065,666793,221065,5,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1
230848,51,1,1,1,0,0,3,-99,158,43,9.9380536,9.9380536,8,7,216,9.9380536,0.0,0.0,0.0,0,0,2,0,5,0,557476,145611,557950,143335,2,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.324833757497512,0
230849,54,1,1,1,0,0,3,-99,172,77,109.241,109.241,2,2,120,0.0,109.241,0.0,0.0,2,0,0,0,0,0,745331,254059,702206,252398,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,43.15697563546361,0
230990,61,1,0,0,0,0,3,-99,152,48,33.351,33.351,3,2,230,0.0,28.951,0.0,4.4,0,0,0,0,2,0,555411,207163,555257,207075,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.17736967046256807,0
231029,28,1,0,1,0,0,3,-99,150,45,13.92,13.92,2,2,28,0.0,13.92,0.0,0.0,2,0,0,0,0,0,533446,152504,555128,149694,4,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21.863330578848228,0
231043,41,0,0,0,0,0,3,-99,175,70,63.9074152,63.9074152,10,2,518,7.9804152,0.0,55.927,0.0,0,0,0,0,2,0,681287,250464,697480,260920,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19.275403627421138,0
231118,46,1,1,1,0,0,3,-99,176,125,40.332,40.332,2,2,65,0.0,40.332,0.0,0.0,2,0,0,0,0,0,682616,247486,669111,244094,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13.924463688056356,0
231160,49,1,0,1,0,0,1,5,173,78,249.623,249.623,8,2,258,1.5,0.0,248.123,0.0,2,0,0,0,0,0,561936,205238,501124,117616,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106.65699333845859,1
231202,19,1,0,1,0,0,3,-99,169,68,4.0,4.0,2,2,30,4.0,0.0,0.0,0.0,0,0,0,0,2,0,662023,194290,661954,194426,5,4,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.15250245899656834,0
231216,34,1,0,0,0,0,3,-99,175,65,5.87,5.87,6,4,76,3.7,0.0,2.17,0.0,0,0,2,0,2,0,501656,116798,578374,184165,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,102.09781688655248,0
231255,20,1,1,0,0,0,3,-99,180,80,12.252,12.252,2,2,40,0.0,12.252,0.0,0.0,2,0,0,0,0,0,499542,119533,496111,119277,4,5,4,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.440537312688238,0
231317,63,1,0,1,0,0,2,-99,169,62,152.797,152.797,5,5,240,0.4,152.39700000000002,0.0,0.0,2,0,1,0,2,0,696036,123774,691226,113110,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.698589487626275,1
231330,40,1,1,1,0,0,3,-99,178,71,31.003,31.003,6,6,50,0.0,31.003,0.0,0.0,4,0,2,0,0,0,584837,242597,587791,243253,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0259629872158054,0
231379,47,1,1,1,0,0,2,2,180,90,18.791,18.791,5,5,24,0.0,18.791,0.0,0.0,2,0,1,2,0,0,594653,119314,597582,120279,4,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.083871916925215,1
231382,51,1,0,1,0,0,2,3,193,85,155.697192,155.697192,9,9,220,12.090192,143.607,0.0,0.0,2,0,0,4,2,1,555759,146985,556702,147048,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9451021108853793,1
231446,44,1,1,0,0,0,3,-99,174,67,47.778,47.778,6,6,46,0.0,47.778,0.0,0.0,3,0,1,0,2,0,534706,195108,552451,202517,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19.22962053707769,0
231500,45,1,0,0,0,0,2,-99,172,62,183.937,183.937,8,8,387,11.0,172.937,0.0,0.0,0,0,1,0,5,2,500664,117229,503043,119064,4,1,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0044743300617496,1
231607,50,1,0,0,0,0,1,-99,165,62,12.1,12.1,7,7,122,12.1,0.0,0.0,0.0,1,0,2,0,4,0,600042,198658,599330,198672,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7121376271480113,1
231769,43,1,0,0,0,0,3,-99,165,75,146.722,146.722,2,2,105,0.0,146.722,0.0,0.0,0,0,0,0,2,0,599452,199309,592380,217067,2,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.114385891260014,0
231772,57,1,0,0,0,0,3,-99,168,60,242.4505,80.851,1,1,62,0.0,80.851,0.0,0.0,0,0,0,0,1,0,692169,231935,692169,231935,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
231830,58,1,0,1,0,0,3,-99,165,55,13.037,13.037,4,4,26,1.0,12.037,0.0,0.0,0,0,0,0,4,0,761972,177446,761486,196791,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19.35110387032223,0
231925,62,1,1,1,0,0,3,-99,160,60,4.662,4.662,2,2,20,0.0,4.662,0.0,0.0,0,0,2,0,0,0,688959,282173,683444,283780,2,3,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.744360190656571,0
231957,46,1,0,1,0,0,1,50,176,85,192.474,192.474,4,4,148,0.0,192.474,0.0,0.0,2,0,0,0,0,2,715465,280228,752797,252502,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,46.50171287167818,1
232041,57,1,0,0,0,0,1,10,156,76,16.248,16.248,9,9,35,0.3,15.948,0.0,0.0,5,0,0,2,2,0,695949,229269,695864,229209,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.10404326023342407,1
232122,63,1,1,1,0,0,3,-99,169,64,46.61547,42.248000000000005,11,8,179,11.2,10.33,20.718000000000004,0.0,3,0,3,0,2,0,499209,117473,498894,125305,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.83833202920111,0
232135,49,1,0,1,0,0,1,20,172,77,3.0689053,3.0689053,6,6,31,3.0689053,0.0,0.0,0.0,3,0,3,0,0,0,645509,249334,645509,249334,5,1,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1
232162,47,1,1,0,0,0,3,-99,185,75,105.723,105.723,3,2,73,0.3,105.423,0.0,0.0,0,0,2,0,0,0,577014,183419,579154,183708,4,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.1594260811613815,0
232252,32,1,0,1,0,0,3,-99,165,64,36.462,36.462,6,6,53,0.0,36.462,0.0,0.0,2,0,1,0,3,0,713966,257825,707416,260981,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.270683324144986,0
232284,43,1,1,1,0,0,3,-99,173,70,107.881095,107.881095,16,6,209,2.532095,11.386,93.963,0.0,2,0,1,3,0,0,681796,248397,648883,250618,3,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32.98785246117122,0
232483,55,1,0,0,0,0,3,-99,172,67,14.351,14.351,6,6,40,0.0,14.351,0.0,0.0,4,0,2,0,0,0,753180,188691,753317,189163,3,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.49148041670040116,0
232547,29,1,0,0,0,0,3,-99,173,72,120.933,120.933,2,2,165,5.0,115.933,0.0,0.0,0,0,0,0,2,0,682935,247317,666735,257021,2,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.884057191186432,0
232653,34,1,1,1,0,0,1,60,163,50,27.255,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,699151,232746,706253,234243,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.258058486950901,1
232679,24,1,0,1,0,0,3,-99,190,116,54.780549,54.780549,4,4,95,1.240549,53.54,0.0,0.0,0,0,0,0,2,0,654931,249644,659779,263182,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14.379866063354,0
232723,44,1,0,0,0,0,1,-99,160,52,4.604,4.604,3,2,100,1.0,3.604,0.0,0.0,0,0,0,0,2,0,500445,119764,508084,138614,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.339046708240776,1
